topic_id,variety_source,site,topic
T3689,GB,killeavygaa.com,U16 Ulster Final 2012 Killeavy v St Endas
T3690,AU,bootcampbondibeach.com.au,Group Fitness Bondi | Bootcamp Bondi Beach
T3691,ZA,butterfingers.co.za,Baby Animal of the Week: 6. Gray Wolf Puppy
T3692,AU,sydney-orthodontist.com.au,Orthodontist Lane Cove Sydney Australia
T3693,US,environment.yale.edu,REDD+ all over the place
T3694,GB,thedaily.biz,How a Holistic Dentist Helps Those Who Are Afraid of the Dentist
T3695,US,la.eater.com,Who is Los Angeles' Bartender of the Year?
T3696,IE,nealerichmond.ie,Richmond encourages public to make submission on Credit Review
T3697,ZA,justasking.org,How Do I know If I Have PAS?
T3698,GB,premierleaguenews.soccerrumours.com,News: Owen Coyle delighted with level of performance during
T3699,AU,vgrinteractive.com.au,Video Referral in the AFL
T3700,GB,francisohare.com,The secret of invention is to be patient!
T3701,US,insideclimatenews.org,Will New Fuel-Economy Rules Reduce the Need for Oil Sands Imports
T3702,IE,prosperous.ie,PTSB deal for Tracker Customers
T3703,US,art.thewalters.org,Poetical Composition in the Form of a Circular Diagram · The
T3704,AU,settingupanonlinebusiness.com,Do they have the right to read my personal emails?
T3705,AU,healthymummy.com,Tips to deal with stress as a mum
T3706,US,makingthishome.com,The Quality of Our Clothes
T3707,AU,cupcakekitteh.blogspot.com,"vegan, gluten free, soy free: This... is the good shit"
T3708,AU,custompoloshirts.net.au,Polo T-shirts for Men and Women
T3709,US,blenderscripting.blogspot.com,Blender Python: Scripting Cycles Shaders
T3710,IE,renuanaturalhealth.com,Brussels Sprouts - Not Just for Christmas!
T3711,IE,thedesignerweddingshow.ie,The Designer Wedding Show
T3712,AU,wildlifetourism.org.au,Culling bats without permits?
T3713,GB,13threads.blogspot.com,"13threads: ""...the photos take as long as making the piece!"""
T3714,GB,kickingassets.co.uk,10 quick questions to find out if you have what it takes to be a startup
T3715,IE,gubuwire.com,Opinion: What This Country Needs Is Another Civil War : Gubuwire
T3716,US,mondomom.com,Take care of yourself: organize your home series conclusion
T3717,IE,colin.netech.ie,It has been a long long time
T3718,IE,blog.websuccess365.com,5 Tips to get the best out of using Social Media to promote your
T3719,IE,thejohntreacyclassic.com,Critical Bodybuilding Rules For The Beginner Bodybuilder
T3720,AU,360clean.com.au,360 Clean Mattress And Urine Cleaning Sunshine Coast
T3721,ZA,playstation-3.co.za,Naruto Shippuden: Ultimate Ninja Storm Generations Trailer Is
T3722,AU,lightdesign.net.au,Martin M1 a clear favourite at Osmond Electronics
T3723,US,winewhoreblog.com,How to Have the Right Attitude
T3724,ZA,davidperel.net,Better products or more band aids?
T3725,US,kerrymeacham.wordpress.com,Out of Pocket for a Few Weeks « Kerry Meacham's Blog
T3726,ZA,topbilling.com,THE FOOD WINE DESIGN FAIR
T3727,GB,cyprusandmore.com,Everything you need to know about the IRC Cyprus Rally 2012
T3728,GB,itsaoao.com,FUCK U ALL THE TIME (SHLOHMO
T3729,AU,alertforce.com.au,Human Resources: A Tragic Result of Workplace Bullying
T3730,ZA,ourrtw.com,To the end of the world: The Iguazu Waterfalls « our RTW Trip
T3731,ZA,photocommission.com,The Little Weaver « Photocommission by Harvey Grohmann
T3732,IE,liamgrier.net,How To Select the Best Family Car?
T3733,GB,spiritofvenus.co.uk,Would You Give Up For Any Of The Following Reasons?
T3734,AU,kickedinthedingding.com,Who knew University professors had a sense of humour !!
T3735,IE,niamhspain.com,Jewellery Design » Halloween Brack
T3736,AU,mycupandchaucer.com,DARK PLACES by Gillian Flynn
T3737,AU,thenutritionspecialist.com.au,Eat out without sabotaging your diet
T3738,IE,tempusmedia.ie,Speaker at Irish Funds Association predicts huge worldwide debt
T3739,ZA,business2u.co.za,Domestic Helper Jobs are a Source of Limitless Opportunities in the
T3740,GB,rxcomms.com,How to make the best use of graphics
T3741,AU,peterayoung.com,The Life and Times of Charlie Fatt Part 4 « Peter Young's Weekly
T3742,ZA,capetowninformer.com,World Design Capital 2014 Bid - Cape Town Video
T3743,IE,tapadoo.com,It all starts out very innocent
T3744,IE,iayo.ie,CTRYO Member of the Year Award for Richie
T3745,GB,overseaspropertyjournal.com,Using Green Energy To Make The World A Better Place
T3746,US,unfospreys.com,North Florida Faces Kansas State on Hardwood Sunday Afternoon
T3747,ZA,wicketmaiden.com,Americans look to South Africa for expertise
T3748,IE,veronicaamorris.com,Self-Confidence: What is it and how to get it!
T3749,ZA,ohmydior.org,30 days to be happier
T3750,GB,derekshirlaw.co.uk,Derek Shirlaw » November 2012 Stargazing
T3751,AU,diaryofarookiefigurechamp.wordpress.com,Diary of a Figure Competitor (aged 42 1/4)
T3752,US,charleysbicyclelab.com,We are going to Body Geometry FIT School with @iamspecialized!
T3753,AU,slome-schooled.com,Slome-schooled: This is why I won't be at school on Wednesday
T3754,US,cestchristine.com,The places I refuse to take a camera
T3755,AU,geniwate.com,the death of film
T3756,GB,aberdeen-mad.co.uk,Aberdeen 0-2 Celtic - Match Report - Aberdeen FC - Aberdeen-Mad
T3757,IE,alisonwells.wordpress.com,ALISON WELLS: Head Above Water
T3758,GB,pictureofhealthclubs.com,It was a perfect day for tennis...
T3759,AU,abitoftheother.com,"Housekeeper says ""Houston, we have a problem"""
T3760,GB,pret-a-mummy.com,What do you get the man who has everything!?
T3761,IE,robinfree.ie,How to Increase Your Blog and Website Sales Conversion Rates
T3762,IE,37dawsonstreet.ie,Twitter / carlmcq: A way to a man's heart ...
T3763,US,clarksvilleonline.com,Nashville Sounds score in the bottom of the ninth to beat the
T3764,GB,gillspatch.co.uk,I can't be arsed to think of a relevant song reference
T3765,US,blog.alz.org,Alzheimer's Got in the Way » Alzheimer's Association
T3766,GB,news.thedoctorwhosite.co.uk,The Doctor Who Site News
T3767,GB,diybanter.com,Went to the movies
T3768,AU,501st.com.au,"Welcome to the newest Member of the Garrison, ID-4751 Bids"
T3769,GB,e-tradecounter.co.uk,Basic DIY 'will help you feel in charge of your own domain'
T3770,IE,bartbusschots.ie,It Was Only an Apple Event : Bart Busschots
T3771,AU,patchworkonthepark.blogspot.com,patchwork on central park: Fabric of the Day
T3772,US,freespeechineurope.wordpress.com,Eight months jail just for saying
T3773,GB,aglugofoil.com,Giveaway - Seasonal Food Box from Knorr and Forman and Field
T3774,AU,playinglettersandnumbers.blogspot.com,"Playing Letters and Numbers: Ep 87: Leif Cooper, Rod Goulding"
T3775,US,archaeology-in-europe.blogspot.com,Archaeology in Europe News: 11/01/2012
T3776,AU,melbournedinning.blogspot.com,Melbourne Dining Experiences: NEWMARKET
T3777,IE,rubyireland.com,Let's make it happen!
T3778,GB,scotiana.com,For the Islands the great Orcadian poet will sing forever...
T3779,US,bookgroupbuzz.booklistonline.com,50 Main Street: the Face of America
T3780,US,blog.treepodia.com,"Use Product Videos To Keep the ""Google Shopping"" Grinch At Bay"
T3781,ZA,prettypretty.co.za,Stanley Kubrick's New York
T3782,IE,omahonydonnelly.ie,Key Issues to consider with Audit Exemption in Ireland
T3783,GB,loonyliterature.com,Why I Will Never Be On The Bestseller List.
T3784,ZA,daretoblair.co.za,The fashion of things
T3785,AU,propertyupdate.com.au,Skilled immigration the key to Australia's property markets
T3786,GB,hereisthecity.com,Are Quants Relying Too Much On The Numbers ?
T3787,IE,socialdublin.blogspot.com,The Best of The Best It was a
T3788,AU,sciencematters.unimelb.edu.au,First working 'qubit' a quantum computing breakthrough
T3789,ZA,oostcomeyerdewaal.wordpress.com,A SPANNER IN THE WORKS
T3790,IE,arsenal.ie,If it's not going to be us then who would I rather win it.....Manchester
T3791,US,themissionlist.com,Our social media darling is going to Haiti!
T3792,IE,geektech.ie,"Apple post Q4 2012 results, showing $36 billion in revenue with a"
T3793,IE,thefuturecreators.com,blueprint for teaching of digital skills at secondary level
T3794,GB,forestry-research.com,Reports of increased timber prices welcomed by FRA
T3795,GB,filmworks.org.uk,"Would you want to see this film, based on this synopsis...?"
T3796,ZA,north.southcoastlive.co.za,Mr Price Pro Ballito 2011 Showcases a Variety of Lifestyle and Art
T3797,IE,royalcork.com,Aidan Heffernan's 'Indulgence' will Cross the Atlantic with ARC The
T3798,AU,blog.traderdealer.com.au,Stock Market Analysis: Markets Drift Higher As ECB Reaffirms
T3799,IE,kilkennydesign.com,Trick or Treat : Kilkenny Design Centre News
T3800,GB,robertjackson.info,What is the difference between absorbing and securing
T3801,AU,cogentinsights.com,You don't need to be a somebody to be a great blogger
T3802,ZA,bigbrotherafrica.com,Big Brother Africa StarGame
T3803,ZA,traumaprevention.com,Workshop with Dr. David Berceli
T3804,ZA,gosouthonline.co.za,Brent holds above $111 on Greek deal hopes
T3805,US,chuckleavell.com,'Back To The Woods' on The Grammy Ballot for Best Blues Album
T3806,ZA,scross.co.za,"Hurt by the Church, but not running away"
T3807,AU,aarecruit.com.au,Flexible Jobs For Mums
T3808,ZA,financialplanet.org,"Choosing Careers: Follow Your Heart, but Know Where the Money Is"
T3809,IE,w4t.eu,"Talent House, San Sebastian"
T3810,US,iheu.org,"Pink Humanist: the role of ""some smart 17th-century gays"" should"
T3811,GB,blog.peoplespledge.org,"Latest blog from Mark Seddon, Director of the"
T3812,AU,bagsclothing.org,Bags Clothing » Blog Archive » Motel Clothing
T3813,GB,maroton.org,Few remarks on the development of O.T.O. Poland
T3814,AU,jebadel.com,Movie Review with Patrick Moore
T3815,ZA,globalprn.com,Global Day of Prayer
T3816,AU,kimberleymedia.com.au,Whales arrive in Camden Sound « kimberleymedia.com.au
T3817,ZA,logista.co.za,"Time is Running Out if Your Residence is in a Trust, a Company or a"
T3818,US,talascendblog.blogspot.com,"Talascend: Skilled labor jobs, and the other greatest myths of"
T3819,GB,thelittleloaf.wordpress.com,"Raspberry, Peach &amp; Hazelnut Eton Mess"
T3820,IE,likemamusedtobake.com,Hiking in Glendalough on Like Mam Used to Bake
T3821,AU,thefridgepickerstories.com,Tales from a self confessed fridge picker: Adam Skidmore is worth it...
T3822,GB,teachcomputing.wordpress.com,What's in it for me? « Teach Computing
T3823,GB,britishrallycross.com,Close at the top as British championship goes to Pembrey
T3824,GB,gunmart.net,Riflecraft New Shop review
T3825,US,youprettier.com,Fall Arrives at Bloomingdale's in the Form of Jo Malone's Blackberry
T3826,IE,the3acres.com,Love Your Local Newspaper
T3827,AU,mrresults.com.au,Get out of the Rat Race
T3828,US,ninjaswrite.com,the writer's dojo: Being a Part of the Community
T3829,ZA,africacover.co.za,The Most Important Tips On Buying Life Insurance
T3830,AU,halcyongyro.com,Sounds too good to be true? Not any more.
T3831,GB,donohoedesign.com,An unforgettable year in London at the Inchbald School of Design
T3832,US,blogs.usm.maine.edu,Maine Law · Professor and Director of the Center for Oceans
T3833,AU,qfdcreative.com.au,Quilt Fabric Delights Creative
T3834,GB,mrsdarcyvsthealiens.com,Mrs Darcy in the Cube
T3835,GB,theshiznit.co.uk,The Avatar that could have been
T3836,ZA,ubunyechallenge.com,Media in China hungry for the Ubunye story
T3837,AU,mumnbabies.com,What Do You Think About the Educational Toys?
T3838,US,waterose.com,Waterose Garden Personal Blog : A number of Specifics That you
T3839,IE,newspaper-publishing.com,Copley edition dynasty leaves tradition of caring
T3840,AU,triplem.com.au,Black Keys Play Gig In Venue 'The Size Of A Loungeroom' Before
T3841,ZA,terryandtonyinsouthafrica.co.za,The Most Dangerous Road in South Africa
T3842,ZA,survivingorthrivingnow.com,Teach people how to treat you
T3843,IE,thegategallery.com,Discoveries while traveling with maps
T3844,GB,pistoiaalliance.org,"Innovation Requires More Than ""More of the Same"""
T3845,AU,tg016.go4blog.com,take the time to ensure that they are exactly
T3846,US,jayasher.blogspot.com,Jay Asher: I Want to Be a Paperback WINNER!
T3847,ZA,blog.igotravel.co.za,Great shopping areas in Bangkok!
T3848,GB,radical-shift.net,Business has to want to be good
T3849,AU,besidetheseasidebusselton.com.au,It used to be known as the Harry Potter Cupboard
T3850,IE,carmodymoran.ie,'Best Will in the World' Week: 22nd
T3851,GB,carolinevonschmalensee.com,FictionFriday 236: your main character is in the process of escaping...
T3852,ZA,enjoylife.co.za,Fun Activities To Do With Your Spouse
T3853,ZA,albertcombrink.com,Cape Town World Music Festival 2012: CT Tango Ensemble 10 Nov
T3854,AU,crucial.com.au,70% OFF - for the first 10 orders only!!
T3855,GB,co-bealarmed.s2.siteincubator.co.uk,Millions still at risk from carbon monoxide poisoning
T3856,IE,giveinstantcash.shopifree.com,www.500cash.com | giveinstantcash
T3857,US,peterparker513.blogspot.com,6 Tips On How To Come Up With Good Blog Content?
T3858,ZA,gesondeseks.com,Q. How can a Christian spice things up in the bedroom?
T3859,GB,hannahlouisef.com,Hannah Louise Fashion: Sunshine all the time!
T3860,AU,flyingsaucepan.com,"On the street: Time waits for no man "" which means you very much"
T3861,IE,healthcare-ireland.com,Power Wheelchair control options
T3862,US,cost-of-discipleship.blogspot.com,Cost of Discipleship: What we come up with
T3863,IE,teafriendsandchocolate.com,Letting Go | TeaFriendsAndChocolate.com
T3864,IE,gerrymaceoin.com,Make every day the best day of your life - The Blog
T3865,ZA,foundationfamilywealth.co.za,Living versus Guaranteed Annuities
T3866,GB,total911.com,Regal Autosport's 997 GT3 in Total 911 now
T3867,ZA,networkmarketingsa.info,Network or Pyramid Scheme - how can You tell?
T3868,ZA,rogancoles.com,Rogan Coles in Hong Kong.
T3869,GB,homeimprovementzone.co.uk,Decorating in Limited Interiors « Home Improvement
T3870,GB,worldsportsboats.com,The lost world of Atlantis has been found in the new Atlantis 34
T3871,GB,blog.anthonypoppe.co.uk,What do you want to be?
T3872,ZA,according2ken.com,AfriKEN Adventure time! | According2Ken
T3873,ZA,colinjbrowne.com,Is there really no way to kill hope?
T3874,IE,pocketables.com,Giveaways....what do YOU want to see?
T3875,ZA,saintetienne.co.za,"Austin Peralta, jazz pianist and Flying Lotus collaborator, dead at 22"
T3876,GB,richard-sedley.net,what does it take to make you tell a great
T3877,US,ofmontreal.net,oM to march through parts of the South in April
T3878,ZA,blog.econobee.co.za,Media Release by DTI on Launch of the revised B-BBEE Codes
T3879,ZA,ade.co.za,And from the rest of the world...
T3880,IE,photography.osx128.com,Cork is the second largest city in the Republic of Ireland
T3881,US,fashionaccordingtothemenu.com,Fashion according to the Menu
T3882,US,seekersguidance.org,Estimating the Number of Makeup Prayers
T3883,AU,everaldcompton.com,Do we get value for money from the NBN?
T3884,IE,volpet.com,End of the first week-end
T3885,US,holycamp09.wordpress.com,The Side of the Road
T3886,GB,afterworkhours.com,How Do You Manage Difficult Employees? « AfterWorkHours
T3887,IE,thebloomsdaystory.com,The (Almost) Shooting of Joyce
T3888,IE,hamillsbedandbreakfast.com,G8 summit comes to Shannon Erne area
T3889,ZA,gibbons.co.za,Getting Started with the Raspberry Pi « Craig Gibbons' Lifeblog
T3890,ZA,rockbank.besthometreadmill.co.za,the number of Christian louboutin uk replicas Christian louboutin
T3891,AU,easoncreative.com.au,Pulling the plug on Sydney Harbor
T3892,US,watercoolersportsnetwork.com,"Quick Hits: Halftime, Chicago Bears 31, Tennessee Titans 5"
T3893,GB,learningfromsophie.com,The difference between needing &amp; wanting « Learning from Sophie
T3894,IE,slim4lifecb.wordpress.com,It is NOT to late- 1st November 2012 :) « Slim 4 Life
T3895,US,armconprecast.wordpress.com,What was the first precast concrete mould and when was it
T3896,ZA,haikona.com,Ideal Place To Put Up Blinds
T3897,AU,scottkneller.com,It will have to do...
T3898,IE,politicaleconomy.ie,Dr. Stephen Nolan talks to politicaleconomy.ie
T3899,IE,blessedsacramentuki.org,Statement from the Director of the Press Office of the Holy See
T3900,AU,greendean.com.au,Make a Green Start
T3901,US,nolabebe.com,At the Top | Nola Bebe
T3902,US,youmustbetrippin.com,What Travel Destination Are You Most Thankful For?
T3903,AU,channeldynamics.com.au,"Innovate, Partner or Perish"
T3904,ZA,afterlife-exploration.com,News December 2012 « The Afterlife Exploration Society
T3905,GB,moshnews.co.uk,"Hull City 4-1 Millwall, First time in 3 decades (3 wins consecutively at"
T3906,AU,comeshoppingnow.com,Advice On How To Deal With Your Breakup
T3907,US,thisdishisvegetarian.com,The best of the best vegan chocolate chip cookies in New York City
T3908,GB,speedstermagazine.com,"Green, But Not In The Way You're Thinking"
T3909,US,moneyandmarkets.com,Funny money versus fundamentals still the name of the game
T3910,IE,italianwebsites.net,A charming bed and breakfast in the center of Florence Italy
T3911,GB,healthindex.co.uk,"Be defined by your smile, not your inability to"
T3912,US,nicoletheragamuffin.wordpress.com,Quote of the day « Ragamuffin Ramblings...
